SD initialization failed!
Is there an SD card inserted?
6733 17363783 88 20.96 3002059 22.19
6734 17369994 429 103.64 3002065 22.19
6735 17372119 302 53.30 3002071 22.19
6736 17373116 56 16.76 3002077 22.29
6737 17373128 56 16.76 3002083 22.29
6738 17374747 70 18.93 3002089 22.19
6739 17375470 57 16.93 3002095 22.29
6740 17375918 51 15.86 3002101 22.29
6741 17378033 77 19.81 3002107 22.29
6742 17381420 412 92.93 3002113 22.29
6743 17382636 113 23.02 3002119 22.19
6744 17384547 174 29.79 3002125 22.19
6745 17387525 396 85.28 3002131 22.29
6746 17388593 51 15.86 3002137 22.29
6747 17391607 120 23.58 3002143 22.19
6748 17391838 96 21.67 3002149 22.29
6749 17392103 62 17.75 3002155 22.19
6750 17395601 86 20.77 3002161 22.29
6751 17396413 432 101.61 3002167 22.29
6752 17397876 387 81.05 3002173 22.40
6753 17398728 152 26.78 3002179 22.29
6754 17398845 253 43.55 3002185 22.29
6755 17399419 67 18.51 3002191 22.29
6756 17402533 115 23.18 3002197 22.40
6757 17405946 195 33.17 3002203 22.29
6758 17407175 334 61.44 3002209 22.19
6759 17408361 115 23.18 3002215 22.29
6760 17411592 127 24.18 3002221 22.29
6761 17411667 120 23.58 3002227 22.29
6762 17411947 86 20.77 3002233 22.19
6763 17413228 113 23.02 3002239 22.19
6764 17414045 355 68.30 3002245 22.29
6765 17415690 49 15.48 3002251 22.19
6766 17417905 56 16.76 3002257 22.29
6767 17420255 88 20.96 3002263 22.29
6768 17421330 376 76.43 3002269 22.29
6769 17424020 69 18.79 3002275 22.29
6770 17424046 67 18.51 3002281 22.19
6771 17424243 49 15.48 3002287 22.29
6772 17426438 103 22.23 3002293 22.29
6773 17427966 211 35.96 3002299 22.29
6774 17430126 198 33.69 3002305 22.29
6775 17431393 71 19.06 3002311 22.29
6776 17443902 120 23.58 3002317 22.19
6777 17446372 63 17.91 3002323 22.19
6778 17447368 108 22.63 3002329 22.19
6779 17450606 192 32.67 3002335 22.19
6780 17450946 192 32.67 3002341 22.29
6781 17452754 368 72.93 3002347 22.29
6782 17457694 408 90.57 3002353 22.19
6783 17458936 207 35.26 3002359 22.29
6784 17460300 56 16.76 3002365 22.29
6785 17463116 103 22.23 3002371 22.40
6786 17464315 63 17.91 3002377 22.29
6787 17464508 97 21.75 3002383 22.29
6788 17466384 248 42.69 3002389 22.29
6789 17466599 152 26.78 3002395 22.19
6790 17467890 177 30.25 3002401 22.19
6791 17471853 384 80.08 3002407 22.19
6792 17474132 172 29.49 3002413 22.29
6793 17474417 51 15.86 3002419 22.19
6794 17475241 88 20.96 3002425 22.29
6795 17475328 207 35.26 3002431 22.29
6796 17476776 67 18.51 3002437 22.29
6797 17477281 249 42.85 3002443 22.19
6798 17478358 51 15.86 3002449 22.29
6799 17481323 245 42.08 3002455 22.19
6800 17481618 94 21.50 3002461 22.29
6801 17483343 60 17.43 3002467 22.29
6802 17488139 53 16.22 3002473 22.19
6803 17489140 109 22.70 3002479 22.19
6804 17490018 76 19.69 3002485 22.19
6805 17491265 92 21.32 3002491 22.19
6806 17491555 96 21.67 3002497 22.19
6807 17493643 216 36.85 3002503 22.19
6808 17495113 185 31.51 3002509 22.29
6809 17497529 88 20.96 3002515 22.29
6810 17498977 102 22.15 3002521 22.19
6811 17500141 121 23.66 3002527 22.29
6812 17505456 179 30.55 3002533 22.19
6813 17505497 85 20.67 3002539 22.51
6814 17506519 78 19.92 3002545 22.19
6815 17509963 135 24.92 3002551 22.29
6816 17515670 61 17.60 3002557 22.19
6817 17518336 536 160.18 3002563 22.29
6818 17520319 352 66.89 3002569 22.19
6819 17522167 63 17.91 3002575 22.29
6820 17526917 62 17.75 3002581 22.29
6821 17534232 77 19.81 3002587 22.29
6822 17536233 255 43.96 3002593 22.29
6823 17538311 67 18.51 3002599 22.29
6824 17540632 376 76.43 3002605 22.19
6825 17541725 71 19.06 3002611 22.19
6826 17543203 79 20.03 3002617 22.29
6827 17543239 69 18.79 3002623 22.19
6828 17546786 60 17.43 3002629 22.19
6829 17552119 79 20.03 3002635 22.29
6830 17553257 56 16.76 3002641 22.19
6831 17554630 60 17.43 3002647 22.19
6832 17556121 60 17.43 3002653 22.29
6833 17557742 302 53.30 3002659 22.29
6834 17558133 117 23.34 3002665 22.19
6835 17558250 121 23.66 3002671 22.29
6836 17558373 138 25.22 3002677 22.29
6837 17558696 117 23.34 3002683 22.19
6838 17560138 440 109.25 3002689 22.29
6839 17560596 69 18.79 3002695 22.51
6840 17561896 103 22.23 3002701 22.29
6841 17567354 58 17.10 3002707 22.19
6842 17568413 110 22.78 3002713 22.29
6843 17569217 176 30.09 3002719 22.40
6844 17575831 99 21.91 3002725 22.29
6845 17578347 286 49.78 3002731 22.19
6846 17578931 120 23.58 3002737 22.29
6847 17586913 181 30.87 3002743 22.19
6848 17587236 176 30.09 3002749 22.29
6849 17588145 99 21.91 3002755 22.29
6850 17594796 51 15.86 3002761 22.29
6851 17596997 62 17.75 3002767 22.29
6852 17599226 408 90.57 3002773 22.29
6853 17603039 254 43.77 3002779 22.40
6854 17603832 187 31.84 3002785 22.19
6855 17604748 345 64.98 3002791 22.19
6856 17605971 192 32.67 3002797 22.29
6857 17607164 56 16.76 3002803 22.19
6858 17609251 89 21.05 3002809 22.29
6859 17611291 167 28.76 3002815 22.29
6860 17612277 202 34.38 3002821 22.19
6861 17612856 269 46.58 3002827 22.29
6862 17617392 368 72.93 3002833 22.29
6863 17621476 56 16.76 3002839 22.29
6864 17625133 377 76.28 3002845 22.29
6865 17625944 199 33.86 3002851 22.19
6866 17631583 90 21.14 3002857 22.29
6867 17634615 113 23.02 3002863 22.19
6868 17637438 245 42.08 3002869 22.19
6869 17646200 414 93.93 3002875 22.29
6870 17652296 92 21.32 3002881 22.19
6871 17655103 88 20.96 3002887 22.40
6872 17658378 163 28.20 3002893 22.19
6873 17658732 83 20.46 3002899 22.19
6874 17664655 71 19.06 3002905 22.19
6875 17668354 120 23.58 3002911 22.29
6876 17672979 159 27.66 3002917 22.19
6877 17673314 71 19.06 3002923 22.29
6878 17673979 519 154.30 3002929 22.29
6879 17676932 207 35.26 3002935 22.19
6880 17677630 51 15.86 3002941 22.29
6881 17677759 229 39.22 3002947 22.29
6882 17678690 71 19.06 3002953 22.29
6883 17680691 88 20.96 3002959 22.29
6884 17680974 242 41.58 3002965 22.29
6885 17683525 76 19.69 3002971 22.29
6886 17683714 49 15.48 3002977 22.29
6887 17684083 79 20.03 3002983 22.29
6888 17688573 240 41.21 3002989 22.29
6889 17690689 63 17.91 3002995 22.19
6890 17692242 103 22.23 3003001 22.29
6891 17693409 508 144.95 3003007 22.29
6892 17694781 62 17.75 3003013 22.29
6893 17700513 96 21.67 3003019 22.29
6894 17700578 159 27.66 3003025 22.29
6895 17700708 96 21.67 3003031 22.29
6896 17702559 88 20.96 3003037 22.29
6897 17707064 83 20.46 3003043 22.29
6898 17709825 248 42.69 3003049 22.19
6899 17709981 70 18.93 3003055 22.29
6900 17711782 51 15.86 3003061 22.29
6901 17712732 255 43.96 3003067 22.19
6902 17713533 49 15.48 3003073 22.19
6903 17713758 99 21.91 3003079 22.40
6904 17721483 71 19.06 3003085 22.19
6905 17722319 114 23.10 3003091 22.29
6906 17724908 271 46.93 3003097 22.29
6907 17725524 339 62.98 3003103 22.29
6908 17727836 60 17.43 3003109 22.19
6909 17728389 302 53.30 3003115 22.29
6910 17728991 79 20.03 3003121 22.19
6911 17732252 51 15.86 3003127 22.19
6912 17733035 56 16.76 3003133 22.19
6913 17734438 139 25.32 3003139 22.40
6914 17735182 281 48.90 3003145 22.29
6915 17735394 127 24.18 3003151 22.19
6916 17737207 97 21.75 3003157 22.19
6917 17739598 127 24.18 3003163 22.29
6918 17741060 62 17.75 3003169 22.19
6919 17741196 62 17.75 3003175 22.19
6920 17741622 157 27.40 3003181 22.19
6921 17742245 362 70.92 3003187 22.19
6922 17745817 67 18.51 3003193 22.19
6923 17746501 408 90.57 3003199 22.19
6924 17749882 89 21.05 3003205 22.40
6925 17749904 97 21.75 3003211 22.19
6926 17752250 58 17.10 3003217 22.19
6927 17755220 60 17.43 3003223 22.19
6928 17759617 69 18.79 3003229 22.19
6929 17759666 391 82.35 3003235 22.19
6930 17761044 51 15.86 3003241 22.29
6931 17766734 57 16.93 3003247 22.29
6932 17767717 57 16.93 3003253 22.19
6933 17770537 467 121.56 3003259 22.19
6934 17772237 280 48.67 3003265 22.19
6935 17776813 615 227.36 3003271 22.29
6936 17777426 74 19.44 3003277 22.40
6937 17779654 106 22.47 3003283 22.19
6938 17780631 62 17.75 3003289 22.19
6939 17784147 51 15.86 3003295 22.29
6940 17785921 71 19.06 3003301 22.19
6941 17786932 112 22.94 3003307 22.19
6942 17790754 147 26.19 3003313 22.19
6943 17791209 231 39.55 3003319 22.29
6944 17794707 113 23.02 3003325 22.29
6945 17795834 83 20.46 3003331 22.19
6946 17799068 89 21.05 3003337 22.19
6947 17799470 58 17.10 3003343 22.29
6948 17799839 211 35.96 3003349 22.19
6949 17801098 56 16.76 3003355 22.29
6950 17803471 114 23.10 3003361 22.19
6951 17805312 88 20.96 3003367 22.29
6952 17808515 56 16.76 3003373 22.19
6953 17811037 61 17.60 3003379 22.19
6954 17813723 291 50.97 3003385 22.29
6955 17814333 334 61.44 3003391 22.19
6956 17816310 83 20.46 3003397 22.19
6957 17816612 312 55.68 3003403 22.29
6958 17816815 127 24.18 3003409 22.19
6959 17819204 106 22.47 3003415 22.19
6960 17819999 67 18.51 3003421 22.19
6961 17821344 102 22.15 3003427 22.29
6962 17825206 66 18.36 3003433 22.29
6963 17829487 451 113.08 3003439 22.19
6964 17831472 49 15.48 3003445 22.19
6965 17832316 204 34.73 3003451 22.29
6966 17836317 71 19.06 3003457 22.29
6967 17837645 106 22.47 3003463 22.29
6968 17837785 94 21.50 3003469 22.19
6969 17838058 167 28.76 3003475 22.19
6970 17841676 207 35.26 3003481 22.19
6971 17843373 67 18.51 3003487 22.19
6972 17844231 83 20.46 3003493 22.29
6973 17846767 63 17.91 3003499 22.29
6974 17851570 56 16.76 3003505 22.29
6975 17853215 71 19.06 3003511 22.19
6976 17855708 483 132.60 3003517 22.19
6977 17856836 67 18.51 3003523 22.19
6978 17857354 122 23.75 3003529 22.29
6979 17861387 206 35.07 3003535 22.29
6980 17863429 71 19.06 3003541 22.40
6981 17863529 390 82.70 3003547 22.29
6982 17864721 89 21.05 3003553 22.19
6983 17865067 120 23.58 3003559 22.19
6984 17867747 110 22.78 3003565 22.19
6985 17868524 231 39.55 3003571 22.29
6986 17869289 51 15.86 3003577 22.29
6987 17871124 192 32.67 3003583 22.29
6988 17874168 172 29.49 3003589 22.19
6989 17875044 56 16.76 3003595 22.19
6990 17876369 167 28.76 3003601 22.19
6991 17878022 95 21.58 3003607 22.29
6992 17884073 60 17.43 3003613 22.19
6993 17884268 176 30.09 3003619 22.19
6994 17884853 67 18.51 3003625 22.19
6995 17885111 127 24.18 3003631 22.19
6996 17886404 408 90.57 3003637 22.19
6997 17889643 243 41.74 3003643 22.19
6998 17889909 79 20.03 3003649 22.29
6999 17895994 166 28.62 3003655 22.29
7000 17897838 398 85.63 3003661 22.29
7001 17901740 57 16.93 3003667 22.29
7002 17903232 159 27.66 3003673 22.19
7003 17905260 89 21.05 3003679 22.29
7004 17906024 158 27.53 3003685 22.19
7005 17908656 67 18.51 3003691 22.19
7006 17910561 135 24.92 3003697 22.29
7007 17911837 71 19.06 3003703 22.29
7008 17917156 201 34.22 3003709 22.19
7009 17921389 57 16.93 3003715 22.29
7010 17921958 133 24.73 3003721 22.29
7011 17922352 193 32.84 3003727 22.29
7012 17925680 92 21.32 3003733 22.29
7013 17926784 192 32.67 3003739 22.29
7014 17930881 78 19.92 3003745 22.29
7015 17933914 220 37.58 3003751 22.29
7016 17934616 263 45.37 3003757 22.19
7017 17935452 63 17.91 3003763 22.19
7018 17936029 49 15.48 3003769 22.19
7019 17936392 53 16.22 3003775 22.29
7020 17937356 421 97.33 3003781 22.19
7021 17938992 73 19.32 3003787 22.19
7022 17939006 184 31.36 3003793 22.19
7023 17942606 352 66.89 3003799 22.19
7024 17943019 231 39.55 3003805 22.29
7025 17943299 167 28.76 3003811 22.19
7026 17946248 53 16.22 3003817 22.19
7027 17947251 96 21.67 3003823 22.19
7028 17951287 131 24.54 3003829 22.29
7029 17953323 127 24.18 3003835 22.19
7030 17956139 199 33.86 3003841 22.19
7031 17960391 115 23.18 3003847 22.19
7032 17960927 127 24.18 3003853 22.29
7033 17962580 51 15.86 3003859 22.29
7034 17964089 220 37.58 3003865 22.29
7035 17964742 88 20.96 3003871 22.19
7036 17972237 428 101.58 3003877 22.29
7037 17972300 103 22.23 3003883 22.29
7038 17973050 51 15.86 3003889 22.29
7039 17974056 121 23.66 3003895 22.19
7040 17975282 113 23.02 3003901 22.19
7041 17976653 99 21.91 3003907 22.19
7042 17977162 179 30.55 3003913 22.19
7043 17980638 639 249.88 3003919 22.29
7044 17982377 51 15.86 3003925 22.29
7045 17984732 57 16.93 3003931 22.29
7046 17986975 60 17.43 3003937 22.29
7047 17989174 231 39.55 3003943 22.19
7048 17992383 71 19.06 3003949 22.29
7049 17992972 94 21.50 3003955 22.19
7050 17994656 135 24.92 3003961 22.19
7051 17995999 89 21.05 3003967 22.29
7052 17998655 76 19.69 3003973 22.19
7053 17999988 147 26.19 3003979 22.29
7054 18001103 327 59.28 3003985 22.19
7055 18001376 49 15.48 3003991 22.19
7056 18001481 227 38.83 3003997 22.29
7057 18001590 441 109.77 3004003 22.19
7058 18010507 58 17.10 3004009 22.29
7059 18011635 204 34.73 3004015 22.19
7060 18012226 71 19.06 3004021 22.29
7061 18014978 216 36.85 3004027 22.19
7062 18017700 97 21.75 3004033 22.29
7063 18017836 405 89.57 3004039 22.19
7064 18019134 79 20.03 3004045 22.29
7065 18026798 96 21.67 3004051 22.19
7066 18028429 61 17.60 3004057 22.29
7067 18032073 101 22.08 3004063 22.29
7068 18040808 99 21.91 3004069 22.29
7069 18043344 101 22.08 3004075 22.29
7070 18044656 57 16.93 3004081 22.19
7071 18045400 51 15.86 3004087 22.29
7072 18046533 359 69.86 3004093 22.19
7073 18049162 78 19.92 3004099 22.19
7074 18049229 102 22.15 3004105 22.19
7075 18049485 220 37.58 3004111 22.29
7076 18050683 115 23.18 3004117 22.19
7077 18057026 339 62.98 3004123 22.19
7078 18057447 85 20.67 3004129 22.40
7079 18062559 218 37.23 3004135 22.19
7080 18063704 159 27.66 3004141 22.19
7081 18063873 478 129.43 3004147 22.19
7082 18066860 249 42.85 3004153 22.19
7083 18067672 63 17.91 3004159 22.19
7084 18069468 120 23.58 3004165 22.29
7085 18073581 281 48.90 3004171 22.19
7086 18074511 126 24.09 3004177 22.19
7087 18076694 184 31.36 3004183 22.19
7088 18078358 94 21.50 3004189 22.19
7089 18079888 93 21.41 3004195 22.19
7090 18084061 63 17.91 3004201 22.29
7091 18086380 423 97.36 3004207 22.19
7092 18086743 51 15.86 3004213 22.29
7093 18090163 318 57.28 3004219 22.19
7094 18093814 551 164.56 3004225 22.19
7095 18093917 92 21.32 3004231 22.19
7096 18094880 51 15.86 3004237 22.19
7097 18098300 96 21.67 3004243 22.19
7098 18099564 135 24.92 3004249 22.29
7099 18100854 106 22.47 3004255 22.29
7100 18101139 199 33.86 3004261 22.29
7101 18105694 67 18.51 3004267 22.19
7102 18106426 312 55.68 3004273 22.19
7103 18106439 108 22.63 3004279 22.19
7104 18113025 332 61.17 3004285 22.19
7105 18115035 143 25.74 3004291 22.19
7106 18116901 307 54.48 3004297 22.29
7107 18118386 56 16.76 3004303 22.29
7108 18118573 334 61.44 3004309 22.19
7109 18119060 127 24.18 3004315 22.29
7110 18121185 268 46.26 3004321 22.29
7111 18121695 83 20.46 3004327 22.29
7112 18128398 63 17.91 3004333 22.19
7113 18129220 89 21.05 3004339 22.19
7114 18132711 143 25.74 3004345 22.19
7115 18135153 241 41.39 3004351 22.19
7116 18135835 51 15.86 3004357 22.19
7117 18137816 63 17.91 3004363 22.19
7118 18140583 103 22.23 3004369 22.29
7119 18140825 66 18.36 3004375 22.29
7120 18141156 113 23.02 3004381 22.29
7121 18141867 112 22.94 3004387 22.19
7122 18141875 476 129.76 3004393 22.19
7123 18143980 499 141.24 3004405 22.19
7124 18145735 82 20.36 3004411 22.29
7125 18146270 103 22.23 3004417 22.19
7126 18148177 63 17.91 3004423 22.29
7127 18152131 96 21.67 3004429 22.19
7128 18152367 455 117.03 3004435 22.19
7129 18157597 99 21.91 3004441 22.19
7130 18157761 63 17.91 3004447 22.19
7131 18159187 124 23.92 3004453 22.19
7132 18160049 184 31.36 3004459 22.29
7133 18170958 60 17.43 3004465 22.29
7134 18174524 224 38.29 3004471 22.29
7135 18178531 240 41.21 3004477 22.19
7136 18178924 195 33.17 3004483 22.19
7137 18181844 396 85.28 3004489 22.19
7138 18182303 54 16.41 3004495 22.19
7139 18185255 473 126.29 3004501 22.29
7140 18185405 154 27.02 3004507 22.19
7141 18185698 56 16.76 3004513 22.19
7142 18193025 89 21.05 3004519 22.29
7143 18195663 56 16.76 3004525 22.19
7144 18197037 371 73.82 3004531 22.29
7145 18197233 192 32.67 3004537 22.19
7146 18200970 207 35.26 3004543 22.19
7147 18201696 56 16.76 3004549 22.19
7148 18202809 127 24.18 3004555 22.29
7149 18203455 85 20.67 3004561 22.29
7150 18205074 216 36.85 3004567 22.19
7151 18205289 60 17.43 3004573 22.29
7152 18209917 291 50.97 3004579 22.19
7153 18214875 346 64.94 3004585 22.19
7154 18214950 92 21.32 3004591 22.19
7155 18217902 50 15.67 3004597 22.19
7156 18220020 67 18.51 3004603 22.29
7157 18221074 88 20.96 3004609 22.19
7158 18225424 96 21.67 3004615 22.19
7159 18228498 58 17.10 3004621 22.19
7160 18233151 67 18.51 3004627 22.29
7161 18236684 63 17.91 3004633 22.19
7162 18244516 63 17.91 3004639 22.19
7163 18244911 207 35.26 3004645 22.29
7164 18245498 49 15.48 3004651 22.29
7165 18250144 316 56.81 3004657 22.19
7166 18250313 51 15.86 3004663 22.19
7167 18253065 74 19.44 3004669 22.19
7168 18255262 255 43.96 3004675 22.29
7169 18257250 224 38.29 3004681 22.19
7170 18258997 299 52.61 3004687 22.19
7171 18259141 332 61.17 3004693 22.19
7172 18259356 167 28.76 3004699 22.19
7173 18259414 153 26.90 3004705 22.19
7174 18262950 51 15.86 3004711 22.19
7175 18263217 77 19.81 3004717 22.29
7176 18264776 240 41.21 3004723 22.19
7177 18266242 352 66.89 3004729 22.29
7178 18266810 50 15.67 3004735 22.29
7179 18267646 231 39.55 3004741 22.29
7180 18268902 231 39.55 3004747 22.29
7181 18273522 103 22.23 3004753 22.19
7182 18274524 63 17.91 3004759 22.19
7183 18275083 88 20.96 3004765 22.19
7184 18277429 192 32.67 3004771 22.19
7185 18279884 60 17.43 3004777 22.19
7186 18280122 79 20.03 3004783 22.29
7187 18282680 124 23.92 3004789 22.29
7188 18284408 88 20.96 3004795 22.19
7189 18286829 270 46.71 3004801 22.19
7190 18288956 99 21.91 3004807 22.19
7191 18291470 135 24.92 3004813 22.19
7192 18293422 159 27.66 3004819 22.19
7193 18295554 179 30.55 3004825 22.19
7194 18296426 127 24.18 3004831 22.19
7195 18301515 113 23.02 3004837 22.29
7196 18303967 508 144.95 3004843 22.29
7197 18304476 96 21.67 3004849 22.19
7198 18305481 339 62.98 3004855 22.19
7199 18306939 152 26.78 3004861 22.19
7200 18308076 96 21.67 3004867 22.19
7201 18308742 79 20.03 3004873 22.19
7202 18310792 231 39.55 3004879 22.19
7203 18312684 78 19.92 3004885 22.19
7204 18312970 61 17.60 3004891 22.29
7205 18313214 248 42.69 3004897 22.19
7206 18313222 113 23.02 3004903 22.29
7207 18313243 51 15.86 3004915 22.19
7208 18314334 306 54.23 3004944 22.19
7209 18314365 240 41.21 3004950 22.19
7210 18317494 49 15.48 3004956 22.19
7211 18318393 89 21.05 3004962 22.19
7212 18320024 127 24.18 3004968 22.19
7213 18320337 85 20.67 3004974 22.29
7214 18324191 449 112.05 3004980 22.29
7215 18325961 63 17.91 3004986 22.19
7216 18327240 240 41.21 3004992 22.19
7217 18329459 51 15.86 3004998 22.29
7218 18329985 250 43.04 3005004 22.19
7219 18333402 224 38.29 3005010 22.19
7220 18337074 188 32.01 3005016 22.19
7221 18337221 224 38.29 3005022 22.19
7222 18339555 423 97.36 3005028 22.19
7223 18339973 286 49.78 3005034 22.19
7224 18341154 98 21.83 3005040 22.29
7225 18341815 242 41.58 3005046 22.19
7226 18345687 63 17.91 3005052 22.29
7227 18347665 89 21.05 3005058 22.29
7228 18350190 96 21.67 3005064 22.29
7229 18352794 63 17.91 3005070 22.19
7230 18357239 463 119.23 3005076 22.19
7231 18357588 60 17.43 3005082 22.19
7232 18358272 51 15.86 3005088 22.19
7233 18359240 318 57.28 3005094 22.29
7234 18361635 274 47.52 3005100 22.19
7235 18365135 126 24.09 3005106 22.19
7236 18368563 358 69.10 3005112 22.19
7237 18373345 169 29.05 3005118 22.19
7238 18376460 248 42.69 3005124 22.19
7239 18377895 51 15.86 3005130 22.19
7240 18378268 124 23.92 3005136 22.19
7241 18385627 51 15.86 3005142 22.19
7242 18391707 426 100.89 3005148 22.19
7243 18398742 60 17.43 3005154 22.29
7244 18398983 108 22.63 3005160 22.19
7245 18400384 56 16.76 3005166 22.19
7246 18401327 51 15.86 3005172 22.19
7247 18403073 69 18.79 3005178 22.29
7248 18407823 483 132.60 3005184 22.19
7249 18411155 275 47.73 3005190 22.29
7250 18411236 229 39.22 3005196 22.29
7251 18412967 448 112.41 3005202 22.19
7252 18413395 83 20.46 3005208 22.29
7253 18416653 112 22.94 3005214 22.19
7254 18419474 98 21.83 3005220 22.19
7255 18423507 226 38.63 3005226 22.19
7256 18423602 255 43.96 3005232 22.40
7257 18428121 224 38.29 3005238 22.19
7258 18431078 192 32.67 3005244 22.19
7259 18437652 51 15.86 3005250 22.19
7260 18438302 143 25.74 3005256 22.19
7261 18442715 204 34.73 3005262 22.19
7262 18446217 231 39.55 3005268 22.19
7263 18446900 482 129.60 3005274 22.29
7264 18448234 240 41.21 3005280 22.29
7265 18449116 207 35.26 3005286 22.19
7266 18449612 465 122.12 3005292 22.29
7267 18450753 63 17.91 3005298 22.29
7268 18459212 240 41.21 3005304 22.19
7269 18462783 205 34.91 3005310 22.19
7270 18465340 67 18.51 3005316 22.29
7271 18468024 79 20.03 3005322 22.19
7272 18468824 186 31.68 3005328 22.19
7273 18468943 591 188.65 3005334 22.19
7274 18470514 83 20.46 3005340 22.19
7275 18471235 127 24.18 3005346 22.19
7276 18474311 103 22.23 3005352 22.19
7277 18475217 153 26.90 3005358 22.19
7278 18476110 290 50.82 3005364 22.29
7279 18476539 67 18.51 3005370 22.19
7280 18476601 57 16.93 3005376 22.19
7281 18476625 152 26.78 3005382 22.19
7282 18479860 135 24.92 3005388 22.29
7283 18483000 62 17.75 3005394 22.19
7284 18486438 449 112.05 3005400 22.19
7285 18490375 50 15.67 3005406 22.19
7286 18492003 92 21.32 3005412 22.19
7287 18492891 79 20.03 3005418 22.29
7288 18496631 56 16.76 3005424 22.19
7289 18496659 476 129.76 3005430 22.19
7290 18499875 114 23.10 3005436 22.19
7291 18499943 345 64.98 3005442 22.29
7292 18500058 263 45.37 3005448 22.19
7293 18502492 327 59.28 3005454 22.19
7294 18503026 69 18.79 3005460 22.19
7295 18503254 536 160.18 3005466 22.29
7296 18505232 67 18.51 3005472 22.29
7297 18506511 526 158.17 3005478 22.19
7298 18508998 63 17.91 3005484 22.19
7299 18509755 102 22.15 3005490 22.19
7300 18509870 108 22.63 3005496 22.29
7301 18512453 508 144.95 3005502 22.29
7302 18514672 79 20.03 3005508 22.19
7303 18515584 319 57.64 3005514 22.19
7304 18518073 231 39.55 3005520 22.19
7305 18520000 56 16.76 3005526 22.19
7306 18520386 319 57.64 3005532 22.19
7307 18525048 543 164.77 3005538 22.29
7308 18525978 112 22.94 3005544 22.29
7309 18527398 76 19.69 3005550 22.29
7310 18527523 85 20.67 3005556 22.19
7311 18527755 83 20.46 3005562 22.29
7312 18530804 126 24.09 3005568 22.19
7313 18530827 335 61.77 3005574 22.19
7314 18532101 259 44.69 3005580 22.29
7315 18534164 238 40.82 3005586 22.29
7316 18535794 108 22.63 3005592 22.19
7317 18545928 504 143.61 3005598 22.29
7318 18546760 117 23.34 3005604 22.19
7319 18547244 79 20.03 3005610 22.29
7320 18550754 67 18.51 3005616 22.29
7321 18551055 709 376.18 3005622 22.19
7322 18552018 51 15.86 3005628 22.19
7323 18552135 84 20.57 3005634 22.19
7324 18552854 477 129.58 3005640 22.19
7325 18555340 216 36.85 3005646 22.29
7326 18561168 71 19.06 3005652 22.19
7327 18561476 67 18.51 3005658 22.29
7328 18562171 99 21.91 3005664 22.29
7329 18563040 163 28.20 3005670 22.40
7330 18563284 108 22.63 3005676 22.19
7331 18564356 81 20.25 3005682 22.19
7332 18567959 96 21.67 3005688 22.19
7333 18568564 89 21.05 3005694 22.29
7334 18570088 77 19.81 3005700 22.29
7335 18570974 79 20.03 3005706 22.29
7336 18571134 56 16.76 3005712 22.29
7337 18572179 53 16.22 3005718 22.29
7338 18572224 115 23.18 3005724 22.19
7339 18572819 92 21.32 3005730 22.29
7340 18573392 376 76.43 3005736 22.40
7341 18575661 97 21.75 3005742 22.19
7342 18577127 391 82.35 3005748 22.40
7343 18578425 79 20.03 3005754 22.29
7344 18579875 56 16.76 3005760 22.19
7345 18581564 71 19.06 3005766 22.19
7346 18582057 92 21.32 3005772 22.29
7347 18586767 339 62.98 3005778 22.19
7348 18587334 62 17.75 3005784 22.29
7349 18591782 159 27.66 3005790 22.19
7350 18595704 167 28.76 3005796 22.29
7351 18596694 540 166.11 3005802 22.19
7352 18596938 135 24.92 3005808 22.19
7353 18597861 126 24.09 3005814 22.40
7354 18599513 77 19.81 3005820 22.29
7355 18600214 220 37.58 3005826 22.29
7356 18601442 220 37.58 3005832 22.29
7357 18601789 60 17.43 3005838 22.19
7358 18602873 96 21.67 3005844 22.29
7359 18608110 255 43.96 3005850 22.19
7360 18608750 63 17.91 3005856 22.19
7361 18608808 79 20.03 3005862 22.19
7362 18609781 60 17.43 3005868 22.19
7363 18609987 71 19.06 3005874 22.19
7364 18611131 125 24.00 3005880 22.19
7365 18613071 71 19.06 3005886 22.19
7366 18613863 504 143.61 3005892 22.19
7367 18614212 263 45.37 3005898 22.29
7368 18617208 172 29.49 3005904 22.19
7369 18617718 393 83.55 3005910 22.19
7370 18623626 88 20.96 3005916 22.19
7371 18626211 195 33.17 3005922 22.29
7372 18626252 327 59.28 3005928 22.29
7373 18628671 231 39.55 3005934 22.19
7374 18631203 79 20.03 3005940 22.29
7375 18632229 62 17.75 3005946 22.29
7376 18633031 83 20.46 3005952 22.19
7377 18636339 236 40.44 3005958 22.19
7378 18639339 120 23.58 3005964 22.19
7379 18642798 71 19.06 3005970 22.19
7380 18643066 511 149.39 3005976 22.19
7381 18647677 63 17.91 3005982 22.19
7382 18648699 345 64.98 3005988 22.29
7383 18648913 88 20.96 3005994 22.29
7384 18649006 369 73.42 3006000 22.29
7385 18659883 62 17.75 3006006 22.29
7386 18663468 103 22.23 3006012 22.19
7387 18663604 135 24.92 3006018 22.19
7388 18664243 57 16.93 3006024 22.29
7389 18665963 115 23.18 3006030 22.19
7390 18669523 96 21.67 3006036 22.29
7391 18671338 56 16.76 3006042 22.19
7392 18672709 467 121.56 3006048 22.40
7393 18673223 220 37.58 3006054 22.19
7394 18674255 121 23.66 3006060 22.19
7395 18675208 96 21.67 3006066 22.19
7396 18675222 60 17.43 3006072 22.29
7397 18677037 140 25.42 3006078 22.19
